normal;100;C2
0;true
1;false
2;false
3;true
4;false
5;false
6;true
7;false
8;false
9;false
10;false
11;false
12;true
13;false
14;false
15;false
16;false
17;true
18;true
19;false
20;false
21;false
22;true
23;false
24;false
25;false
26;false
27;false
28;false
29;false
30;false
31;true
32;false
33;false
34;true
35;true
36;true
37;true
38;false
39;false
40;false
41;false
42;false
43;false
44;false
45;false
46;false
47;false
48;true
49;false
50;false
51;false
52;false
53;false
54;false
55;false
56;false
57;false
58;false
59;false
60;false
61;false
62;false
63;false
64;false
65;false
66;false
67;false
68;false
69;false
70;false
71;false
72;false
73;false
74;false
75;false
76;false
77;false
78;false
79;false
80;false
81;false
82;false
83;false
84;false
85;false
86;false
87;false
88;false
89;false
